message,category,label_subtype,contains_link,sender_trust_score,link_reputation_score,language_type,ai_generated_score
ಫ್ಲಾಶ್ ಸೇಲ್! headphones ನಲ್ಲಿ 70% ರಿಯಾಯಿತಿ. ಶಾಪಿಂಗ್: http://secure-site.com,promo,general_promo,1,0.59,0.86,Kannada,0.53
कल lunch का मत भूलना। समय 3:08,ham,personal,0,0.93,1.0,Hindi,0.17
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ನಲ್ಲಿ 10% ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್,promo,general_promo,0,0.73,1.0,Kannada,0.55
Doctor appointment confirmed for 2:30,ham,service_updates,0,0.96,1.0,English,0.21
ಇಂದು flight ಯಾವಾಗ?,ham,personal,0,0.82,1.0,Kannada,0.18
FLASH SALE: 40% OFF on smartphone. Shop now: http://secure-site.com,promo,promotional_offers,1,0.65,0.75,English,0.36
क्रेडिट कार्ड पर 5% कैशबैक,promo,general_promo,0,0.65,1.0,Hindi,0.47
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.06,0.18,English,0.89
कल dinner का मत भूलना। समय 11:15,ham,personal,0,0.99,1.0,Hindi,0.22
CONGRATULATIONS! You won MacBook. Claim: http://phish-site.com,spam,prize_scams,1,0.17,0.12,English,0.91
फ्री हो तो कॉल करना,ham,personal,0,0.95,1.0,Hindi,0.14
फ्लैश सेल! smartphone पर 50% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.61,0.7,Hindi,0.37
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ನಲ್ಲಿ 10% ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್,promo,general_promo,0,0.54,1.0,Kannada,0.53
Can you pick up medicine from the store?,ham,personal,0,1.0,1.0,English,0.12
Special offer: 60% discount,promo,promotional_offers,0,0.79,1.0,Hinglish,0.38
Sarkari yojana: ₹5000 har mahine. YES bhejo,spam,general_spam,0,0.22,1.0,Hinglish,0.97
Your OTP is 798962. Do not share,ham,service_updates,0,0.99,1.0,English,0.09
Store se milk le aana,ham,personal,0,0.82,1.0,Hinglish,0.22
Alert: Aapke account mein suspicious activity. Call +91-8969119902,spam,financial_scams,0,0.22,1.0,Hinglish,0.84
Aapka Amazon Prime subscription jald khatam. Renew karo,promo,service_updates,0,0.58,1.0,Hinglish,0.47
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE48,promo,general_promo,0,0.68,1.0,Hindi,0.4
Free shipping on orders above ₹10000,promo,general_promo,0,0.61,1.0,English,0.5
Kal meeting ka mat bhoolna. Time 1:25,ham,personal,0,0.99,1.0,Hinglish,0.04
Did you finish the presentation?,ham,personal,0,0.96,1.0,English,0.17
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.21,1.0,Hindi,0.94
Limited time: 1 kharido 1 free. Code SAVE31,promo,general_promo,0,0.53,1.0,Hinglish,0.53
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.04,0.12,English,0.84
Government scheme: Get ₹5000 monthly. Send YES,spam,general_spam,0,0.08,1.0,English,0.73
जल्दी! आपका ICICI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.12,0.16,Hindi,0.77
"Your number won ₹50,000. Click to claim: http://phish-site.com",spam,prize_scams,1,0.1,0.19,English,0.94
Special offer: laptop at 40% discount,promo,promotional_offers,0,0.62,1.0,English,0.48
Free ho toh call karna,ham,personal,0,0.97,1.0,Hinglish,0.21
Working from home today,ham,personal,0,0.89,1.0,English,0.23
Aaj appointment kab hai?,ham,service_updates,0,0.82,1.0,Hinglish,0.11
ತ್ವರಿತ! ನಿಮ್ಮ SBI ಖಾತೆ ನಿಲ್ಲಿಸಲಾಗಿದೆ. ಧೃಡೀಕರಿಸಿ: http://phish-site.com,spam,general_spam,1,0.28,0.09,Kannada,0.92
Kal dinner ka mat bhoolna. Time 12:27,ham,personal,0,0.99,1.0,Hinglish,0.3
Sarkari yojana: ₹10000 har mahine. YES bhejo,spam,general_spam,0,0.2,1.0,Hinglish,0.74
Government scheme: Get ₹50000 monthly. Send YES,spam,general_spam,0,0.01,1.0,English,0.75
Your Spotify subscription expiring soon. Renew now,promo,service_updates,0,0.55,1.0,English,0.35
"29 minute late, traffic mein",ham,personal,0,0.81,1.0,Hinglish,0.09
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.12,0.03,English,0.82
फ्लैश सेल! laptop पर 50% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.57,0.8,Hindi,0.42
आज appointment कब है?,ham,service_updates,0,0.97,1.0,Hindi,0.2
Limited time: 1 kharido 1 free. Code SAVE17,promo,general_promo,0,0.51,1.0,Hinglish,0.32
स्टोर से milk ले आना,ham,personal,0,0.85,1.0,Hindi,0.07
Free shipping on orders above ₹10000,promo,general_promo,0,0.66,1.0,English,0.55
Call me when you're free,ham,personal,0,0.91,1.0,English,0.29
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.17,0.13,English,0.96
Special offer: 20% discount,promo,promotional_offers,0,0.63,1.0,Hinglish,0.32
ನಿಮ್ಮ Amazon Prime ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.69,1.0,Kannada,0.4
Alert: Aapke account mein suspicious activity. Call +91-9454326207,spam,financial_scams,0,0.16,1.0,Hinglish,0.79
"ಹೇ, ನಾಳೆ dinner ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.89,1.0,Kannada,0.14
Thanks for your help with study,ham,personal,0,0.86,1.0,English,0.04
"11 minute late, traffic mein",ham,personal,0,0.95,1.0,Hinglish,0.27
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.06,0.06,English,0.96
Member exclusive: Extra 50% off,promo,general_promo,0,0.58,1.0,English,0.58
Kal meeting ka mat bhoolna. Time 1:44,ham,personal,0,0.87,1.0,Hinglish,0.21
Alert: Aapke account mein suspicious activity. Call +91-8262880251,spam,financial_scams,0,0.11,1.0,Hinglish,0.89
Credit card par 15% cashback,promo,general_promo,0,0.55,1.0,Hinglish,0.43
ನಿಮ್ಮ Spotify ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.62,1.0,Kannada,0.46
सरकारी योजना: ₹10000 हर महीने। YES भेजें,spam,general_spam,0,0.2,1.0,Hindi,0.84
Badhai ho! Aap jeete car. Claim: http://phish-site.com,spam,general_spam,1,0.21,0.05,Hinglish,0.87
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.24,0.03,English,0.95
You are selected for ₹10000 cash prize. Call +91-7794766020,spam,prize_scams,0,0.11,1.0,English,0.94
आज flight कब है?,ham,personal,0,0.96,1.0,Hindi,0.05
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE35,promo,general_promo,0,0.65,1.0,Hindi,0.38
Free shipping on orders above ₹25000,promo,general_promo,0,0.8,1.0,English,0.33
ಲೋನ್ ಅನುಮೋದಿತ! ₹50000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.19,1.0,Kannada,0.93
New watch collection launched! Use code SAVE25,promo,general_promo,0,0.73,1.0,English,0.58
Sarkari yojana: ₹25000 har mahine. YES bhejo,spam,general_spam,0,0.02,1.0,Hinglish,0.86
URGENT: Your ICICI account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.11,0.12,English,1.0
Alert: Aapke account mein suspicious activity. Call +91-8794198785,spam,financial_scams,0,0.12,1.0,Hinglish,0.71
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.11,0.16,English,0.76
ನಾಳೆ lunch ಮರೆಯಬೇಡಿ. ಸಮಯ 9:17,ham,personal,0,0.94,1.0,Kannada,0.08
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.25,0.18,Hinglish,0.94
Free shipping on orders above ₹50000,promo,general_promo,0,0.69,1.0,English,0.43
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.83,1.0,English,0.18
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.03,1.0,Hindi,0.85
Loan approve! ₹25000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.14,1.0,Hinglish,0.93
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.09,0.11,English,0.76
ನಾಳೆ meeting ಮರೆಯಬೇಡಿ. ಸಮಯ 9:30,ham,personal,0,0.99,1.0,Kannada,0.17
विशेष ऑफर: 50% छूट,promo,general_promo,0,0.77,1.0,Hindi,0.39
You are selected for ₹5000 cash prize. Call +91-7535846189,spam,prize_scams,0,0.28,1.0,English,0.97
Your Amazon Prime subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.13,0.11,English,0.73
Did you finish the assignment?,ham,personal,0,0.97,1.0,English,0.21
Weekend special: Extra 50% off. Shop: http://secure-site.com,promo,general_promo,1,0.76,0.79,English,0.48
Flash sale! watch par 50% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.57,0.87,Hinglish,0.32
Exclusive deal for you: 20% off,promo,general_promo,0,0.57,1.0,English,0.37
Flash sale! laptop par 50% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.62,0.78,Hinglish,0.59
Meeting rescheduled to 2:37,ham,personal,0,0.92,1.0,English,0.14
जल्दी! आपका Axis खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.01,0.1,Hindi,0.95
Loan approve! ₹25000 mil raha. Documents nahi. Reply YES,spam,financial_scams,0,0.22,1.0,Hinglish,0.86
Free ho toh call karna,ham,personal,0,0.95,1.0,Hinglish,0.19
"36 मिनट लेट, ट्रैफिक में",ham,personal,0,0.87,1.0,Hindi,0.01
Kal dinner ka mat bhoolna. Time 3:59,ham,personal,0,0.9,1.0,Hinglish,0.19
Your OTP is 101695. Do not share,ham,service_updates,0,0.83,1.0,English,0.24
Working from home today,ham,personal,0,0.93,1.0,English,0.28
Your OTP is 615598. Do not share,ham,service_updates,0,0.85,1.0,English,0.13
"9 मिनट लेट, ट्रैफिक में",ham,personal,0,0.95,1.0,Hindi,0.13
You are selected for ₹25000 cash prize. Call +91-8589096250,spam,prize_scams,0,0.15,1.0,English,0.85
स्टोर से milk ले आना,ham,personal,0,0.93,1.0,Hindi,0.26
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.04,0.18,English,0.77
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.07,0.1,English,0.93
Did you finish the presentation?,ham,personal,0,1.0,1.0,English,0.19
ನಿಮ್ಮ Netflix ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.75,1.0,Kannada,0.35
Working from home today,ham,personal,0,0.88,1.0,English,0.22
Doctor appointment confirmed for 6:45,ham,service_updates,0,0.93,1.0,English,0.04
Alert: Aapke account mein suspicious activity. Call +91-7007051220,spam,financial_scams,0,0.06,1.0,Hinglish,0.92
Limited time: 1 kharido 1 free. Code SAVE40,promo,general_promo,0,0.54,1.0,Hinglish,0.42
आज flight कब है?,ham,personal,0,0.97,1.0,Hindi,0.21
See you at office,ham,personal,0,0.89,1.0,English,0.06
You are selected for ₹10000 cash prize. Call +91-7326385119,spam,prize_scams,0,0.15,1.0,English,0.94
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-9356079710,spam,general_spam,0,0.0,1.0,Hindi,0.91
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.23,0.05,English,0.75
Flash sale! headphones par 50% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.7,0.86,Hinglish,0.51
फ्लैश सेल! smartphone पर 50% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.75,0.87,Hindi,0.39
Loan approved! Get ₹25000 instantly. No documents. Reply YES,spam,financial_scams,0,0.19,1.0,English,0.71
Store se milk le aana,ham,personal,0,0.97,1.0,Hinglish,0.14
आज flight कब है?,ham,personal,0,0.85,1.0,Hindi,0.17
Store se medicine le aana,ham,personal,0,0.98,1.0,Hinglish,0.25
Your number won MacBook. Click to claim: http://phish-site.com,spam,prize_scams,1,0.19,0.04,English,0.87
आज meeting कब है?,ham,personal,0,0.81,1.0,Hindi,0.02
Don't forget about meeting tomorrow at 7:07,ham,personal,0,0.92,1.0,English,0.23
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.91,1.0,English,0.06
"Badhai ho! Aap jeete ₹50,000. Claim: http://phish-site.com",spam,general_spam,1,0.06,0.08,Hinglish,0.84
Package will be delivered today between 5-2,ham,personal,0,0.82,1.0,English,0.2
Seasonal sale: Prices slashed by 40%,promo,promotional_offers,0,0.61,1.0,English,0.49
Doctor appointment confirmed for 3:44,ham,service_updates,0,0.91,1.0,English,0.06
जल्दी! आपका Axis खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.08,0.16,Hindi,0.92
Your OTP is 872904. Do not share,ham,service_updates,0,0.85,1.0,English,0.01
URGENT: Your ICICI account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.28,0.12,English,0.94
"Hey, are we meeting for lunch today? Let me know",ham,personal,0,0.9,1.0,English,0.0
Badhai ho! Aap jeete car. Claim: http://phish-site.com,spam,general_spam,1,0.07,0.12,Hinglish,0.71
Exclusive deal for you: 30% off,promo,general_promo,0,0.61,1.0,English,0.51
Exclusive deal for you: 60% off,promo,general_promo,0,0.64,1.0,English,0.57
Kal dinner ka mat bhoolna. Time 3:26,ham,personal,0,0.9,1.0,Hinglish,0.25
You are selected for ₹50000 cash prize. Call +91-8345881138,spam,prize_scams,0,0.13,1.0,English,0.92
Working from home today,ham,personal,0,0.82,1.0,English,0.04
Aaj appointment kab hai?,ham,service_updates,0,0.91,1.0,Hinglish,0.28
ವಿಶೇಷ ಆಫರ್: 20% ರಿಯಾಯಿತಿ,promo,general_promo,0,0.7,1.0,Kannada,0.42
FLASH SALE: 50% OFF on laptop. Shop now: http://secure-site.com,promo,promotional_offers,1,0.62,0.81,English,0.57
Aaj meeting kab hai?,ham,personal,0,0.87,1.0,Hinglish,0.12
Meeting rescheduled to 9:40,ham,personal,0,0.88,1.0,English,0.06
Early access: New arrivals now live,promo,general_promo,0,0.52,1.0,English,0.56
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹10000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.21,1.0,Kannada,0.72
बधाई! आपने MacBook जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.19,0.05,Hindi,0.81
Early access: New arrivals now live,promo,general_promo,0,0.62,1.0,English,0.43
Credit card par 15% cashback,promo,general_promo,0,0.71,1.0,Hinglish,0.34
ऋण स्वीकृत! ₹5000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.03,1.0,Hindi,0.77
Clearance sale: Limited stock available,promo,promotional_offers,0,0.57,1.0,English,0.57
Your number won iPhone 15. Click to claim: http://phish-site.com,spam,prize_scams,1,0.12,0.13,English,0.85
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.08,0.08,English,0.85
Work from home: Earn ₹25000 daily. No experience. Reply YES,spam,general_spam,0,0.24,1.0,English,0.9
Kal dinner ka mat bhoolna. Time 5:42,ham,personal,0,0.89,1.0,Hinglish,0.25
Member exclusive: Extra 70% off,promo,general_promo,0,0.64,1.0,English,0.58
Thanks for your help with work,ham,personal,0,0.84,1.0,English,0.14
FLASH SALE: 20% OFF on smartphone. Shop now: http://secure-site.com,promo,promotional_offers,1,0.67,0.78,English,0.42
"Hey, are we meeting for meeting today? Let me know",ham,personal,0,0.99,1.0,English,0.1
Free shipping on orders above ₹5000,promo,general_promo,0,0.52,1.0,English,0.57
What time is your flight?,ham,personal,0,0.92,1.0,English,0.06
Government scheme: Get ₹10000 monthly. Send YES,spam,general_spam,0,0.27,1.0,English,0.76
"ಹೇ, ನಾಳೆ meeting ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.86,1.0,Kannada,0.23
What time is your meeting?,ham,personal,0,1.0,1.0,English,0.16
Tax refund of ₹50000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.28,0.04,English,0.99
Seasonal sale: Prices slashed by 20%,promo,promotional_offers,0,0.79,1.0,English,0.31
"Running 9 minutes late, stuck in traffic",ham,personal,0,0.82,1.0,English,0.19
Badhai ho! Aap jeete MacBook. Claim: http://phish-site.com,spam,general_spam,1,0.15,0.08,Hinglish,0.83
URGENT: Your Axis account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.18,0.05,English,0.77
Aaj appointment kab hai?,ham,service_updates,0,0.95,1.0,Hinglish,0.27
ಇಂದು meeting ಯಾವಾಗ?,ham,personal,0,0.93,1.0,Kannada,0.22
Call me when you're free,ham,personal,0,0.84,1.0,English,0.05
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹50000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.23,1.0,Kannada,0.82
Clearance sale: Limited stock available,promo,promotional_offers,0,0.65,1.0,English,0.47
"21 minute late, traffic mein",ham,personal,0,0.97,1.0,Hinglish,0.17
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.82,1.0,English,0.06
ನಾಳೆ lunch ಮರೆಯಬೇಡಿ. ಸಮಯ 7:15,ham,personal,0,0.99,1.0,Kannada,0.29
"24 minute late, traffic mein",ham,personal,0,0.83,1.0,Hinglish,0.21
ವಿಶೇಷ ಆಫರ್: 50% ರಿಯಾಯಿತಿ,promo,general_promo,0,0.79,1.0,Kannada,0.31
ಫ್ಲಾಶ್ ಸೇಲ್! laptop ನಲ್ಲಿ 50% ರಿಯಾಯಿತಿ. ಶಾಪಿಂಗ್: http://secure-site.com,promo,general_promo,1,0.78,0.89,Kannada,0.46
Credit card par 15% cashback,promo,general_promo,0,0.7,1.0,Hinglish,0.56
स्टोर से bread ले आना,ham,personal,0,0.99,1.0,Hindi,0.15
Loan approved! Get ₹25000 instantly. No documents. Reply YES,spam,financial_scams,0,0.08,1.0,English,0.75
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.18,0.13,Hinglish,0.74
Loan approved! Get ₹10000 instantly. No documents. Reply YES,spam,financial_scams,0,0.06,1.0,English,0.99
Tax refund of ₹50000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.05,0.04,English,0.94
